applicationid,FINAL_PD,PRED
Д\286\012150886,0.0038847077054591016,0.0
Д\286\012150905,0.005676052485056821,0.0
Д\286\012150925,0.008818222872055796,0.0
Д\286\012150931,0.0031332022366402806,0.0
Д\286\012150936,0.0033734009630143713,0.0
Д\286\012150948,0.010870705366098707,0.0
Д\286\012150978,0.004145479151378967,0.0
Д\286\012151006,0.003791471904446295,0.0
Д\286\012151065,0.003791471904446295,0.0
Д\286\012151158,0.009320997559130864,0.0
Д\286\012151167,0.005084229662431982,0.0
Д\286\012151189,0.003514586201474063,0.0
Д\286\012151254,0.0036109086906175613,0.0
Д\286\012151300,0.0040001966711829895,0.0
Д\286\012151325,0.007871147114726054,0.0
Д\286\012151362,0.005767313337450057,0.0
Д\286\012151462,0.0035870105543703225,0.0
Д\286\012151487,0.005110031406020399,0.0
Д\286\012151525,0.0034326514516994223,0.0
Д\286\012151570,0.013163772360554198,0.0
Д\286\012151642,0.004148464399572832,0.0
Д\286\012151654,0.0035542294075366376,0.0
Д\286\012151671,0.0051248202530679125,0.0
Д\286\012151732,0.0035349608461092644,0.0
Д\286\012151739,0.0031490621709714924,0.0
Д\286\012151745,0.008359612028562599,0.0
Д\286\012151785,0.011779952941789058,0.0
Д\286\012151831,0.004731213052630887,0.0
Д\286\012151839,0.006723514695637858,0.0
Д\286\012151869,0.0032656379254025337,0.0
Д\286\012151886,0.0041190442799688915,0.0
Д\286\012151904,0.0032951058623709555,0.0
Д\286\012151912,0.0031610031431164014,0.0
Д\286\012151942,0.0030033406228555204,0.0
Д\286\012151965,0.0038847077054591016,0.0
Д\286\012151966,0.017083139506898944,0.0
Д\286\012151974,0.0057691785468957325,0.0
Д\286\012152043,0.003340704794120649,0.0
Д\286\012152048,0.004477581193531616,0.0
Д\286\012152059,0.0039186874391288,0.0
Д\286\012152140,0.007185991526391064,0.0
Д\286\012152166,0.0030766196130523954,0.0
Д\286\012152207,0.008681052394915236,0.0
Д\286\012152208,0.0037911412598890743,0.0
Д\286\012152217,0.003652875687993603,0.0
Д\286\012152228,0.005303080332083655,0.0
Д\286\012152251,0.003669211523127306,0.0
Д\286\012152285,0.0031147198776044502,0.0
Д\286\012152294,0.00404596035755812,0.0
Д\286\012152381,0.00346932615877969,0.0
Д\286\012152418,0.003247138611260449,0.0
Д\286\012152419,0.0051661499398045286,0.0
Д\286\012152428,0.004384212076735153,0.0
Д\286\012152453,0.00419024348909577,0.0
Д\286\012152455,0.004152567372621497,0.0
Д\286\012152462,0.003340704794120649,0.0
Д\286\012152470,0.010724254655254402,0.0
Д\286\012152484,0.003994855265406352,0.0
Д\286\012152497,0.004511830922790472,0.0
Д\286\012152512,0.005035750641399325,0.0
Д\286\012152522,0.003359655400689823,0.0
Д\286\012152547,0.0031601126608338864,0.0
Д\286\012152554,0.0036884090170664304,0.0
Д\286\012152566,0.0066714516845189425,0.0
Д\286\012152648,0.004908636477157842,0.0
Д\286\012152651,0.009379064315261918,0.0
Д\286\012152674,0.0039046649128055408,0.0
Д\286\012152695,0.004936585646737212,0.0
Д\286\012152714,0.01572528893457765,0.0
Д\286\012152741,0.006137881263566998,0.0
Д\286\012152767,0.0036770856465371915,0.0
Д\286\012152819,0.0042119333656839555,0.0
Д\286\012152855,0.004805052054793871,0.0
Д\286\012152919,0.0045391668967943175,0.0
Д\286\012152932,0.00720184733363096,0.0
Д\286\012152986,0.00654007093756754,0.0
Д\286\012153018,0.003231520008610353,0.0
Д\286\012153023,0.014686091326345638,0.0
Д\286\012153041,0.0036770856465371915,0.0
Д\286\012153099,0.004033814510950068,0.0
Д\286\012153105,0.0035095607032967894,0.0
Д\286\012153144,0.0049247215030249255,0.0
Д\286\012153234,0.0038210424110304174,0.0
Д\286\012153239,0.003230281366907804,0.0
Д\286\012153246,0.0047700856953783255,0.0
Д\286\012153340,0.004421370608819235,0.0
Д\286\012153371,0.004376087745635767,0.0
Д\286\012153386,0.004377144915613804,0.0
Д\286\012153399,0.004117341892640892,0.0
Д\286\012153412,0.0032655647581858803,0.0
Д\286\012153413,0.013651930095341417,0.0
Д\286\012153436,0.013651930095341417,0.0
Д\286\012153437,0.011682666272463768,0.0
Д\286\012153463,0.0038699666054361815,0.0
Д\286\012153484,0.002236027885607843,0.0
Д\286\012153525,0.0028871268361433376,0.0
Д\286\012153646,0.008818222872055796,0.0
Д\286\012153662,0.0055493740300983025,0.0
Д\286\012153733,0.003217788784466183,0.0
Д\286\012153744,0.004212047250147874,0.0
Д\286\012153788,0.0039046649128055408,0.0
Д\286\012153839,0.004026521155979228,0.0
Д\286\012153840,0.012959086207880359,0.0
Д\286\012153870,0.011779952941789058,0.0
Д\286\012153906,0.004860706531769737,0.0
Д\286\012153962,0.003217788784466183,0.0
Д\286\012153980,0.005560721063706296,0.0
Д\286\012154020,0.001884394518350435,0.0
Д\286\012154056,0.012534655307373509,0.0
Д\286\012154101,0.003356030659280254,0.0
Д\286\012154123,0.0038964980673323922,0.0
Д\286\012154133,0.027579312920315607,0.0
Д\286\012154337,0.004283349932347638,0.0
Д\286\012154349,0.0035870105543703225,0.0
Д\286\012154362,0.005881103305028991,0.0
Д\286\012154375,0.005080671624116039,0.0
Д\286\012154380,0.0034426942847352064,0.0
Д\286\012154400,0.004080799713689227,0.0
Д\286\012154422,0.004113003431360933,0.0
Д\286\012154440,0.003700758110462052,0.0
Д\286\012154444,0.0039038911950704776,0.0
Д\286\012154488,0.012710379555487915,0.0
Д\286\012154490,0.0039046649128055408,0.0
Д\286\012154494,0.004333666655161821,0.0
Д\286\012154500,0.0039029257800652513,0.0
Д\286\012154572,0.0020222542189638026,0.0
Д\286\012154579,0.0033665327487815426,0.0
Д\286\012154624,0.005288952384503106,0.0
Д\286\012154675,0.003177344494017946,0.0
Д\286\012154776,0.0034559141556699774,0.0
Д\286\012154777,0.0067833262060420976,0.0
Д\286\012154820,0.0053711489465058755,0.0
Д\286\012154832,0.00588877401197011,0.0
Д\286\012154909,0.004909479727531782,0.0
Д\286\012154936,0.013201731414111913,0.0
Д\286\012154956,0.0035232816162552587,0.0
Д\286\012154971,0.003687447881059097,0.0
Д\286\012155024,0.0023724303732463323,0.0
Д\286\012155054,0.0032324305473885565,0.0
Д\286\012155086,0.003847421426628293,0.0
Д\286\012155121,0.003389515742133531,0.0
Д\286\012155134,0.008216263292766098,0.0
Д\286\012155156,0.00431368055440371,0.0
Д\286\012155215,0.0041156764499248625,0.0
Д\286\012155304,0.003679687696329049,0.0
Д\286\012155428,0.003971865400832766,0.0
Д\286\012155429,0.003937851785445936,0.0
Д\286\012155444,0.003770960999993035,0.0
Д\286\012155468,0.003134403770696835,0.0
Д\286\012155551,0.004936585646737212,0.0
Д\286\012155581,0.00659039178766268,0.0
Д\286\012155583,0.012143052818951124,0.0
Д\286\012155646,0.058901312434865884,0.0
Д\286\012155653,0.005647054574937086,0.0
Д\286\012155670,0.005773171363092269,0.0
Д\286\012155754,0.003613913533874316,0.0
Д\286\012155788,0.0034326514516994223,0.0
Д\286\012155814,0.0032531193436227544,0.0
Д\286\012155815,0.0033970617200455595,0.0
Д\286\012155816,0.008299154755947221,0.0
Д\286\012155842,0.004304907680891865,0.0
Д\286\012155851,0.011445020663928013,0.0
Д\286\012155856,0.011458696083982756,0.0
Д\286\012155871,0.007102320460736754,0.0
Д\286\012155916,0.005448140160345767,0.0
Д\286\012155942,0.004741632459044306,0.0
Д\286\012155989,0.004209042439476404,0.0
Д\286\012156012,0.008142295337200536,0.0
Д\286\012156013,0.007836611734921254,0.0
Д\286\012156078,0.004119673970715323,0.0
Д\286\012156106,0.004470752157688331,0.0
Д\286\012156114,0.0016668081358251906,0.0
Д\286\012156120,0.0034900585583747083,0.0
Д\286\012156146,0.001659964895646355,0.0
Д\286\012156173,0.003971756295437093,0.0
Д\286\012156207,0.005938212719627287,0.0
Д\286\012156208,0.0044027804101946545,0.0
Д\286\012156227,0.003718855786939095,0.0
Д\286\012156231,0.003131021290407312,0.0
Д\286\012156235,0.004167143718844404,0.0
Д\286\012156245,0.0023855553348518122,0.0
Д\286\012156247,0.002898511931958032,0.0
Д\286\012156313,0.004107779077068944,0.0
Д\286\012156326,0.003133520758135804,0.0
Д\286\012156336,0.008023059388711038,0.0
Д\286\012156378,0.013383670524369217,0.0
Д\286\012156384,0.0031601126608338864,0.0
Д\286\012156392,0.01682948248201054,0.0
Д\286\012156447,0.003615825864387106,0.0
Д\286\012156488,0.014897496331925648,0.0
Д\286\012156513,0.005331116373674327,0.0
Д\286\012156522,0.0033587091448821164,0.0
Д\286\012156528,0.002656684206923003,0.0
Д\286\012156531,0.003106356316869137,0.0
Д\286\012156543,0.0031520136014068774,0.0
Д\286\012156571,0.00675485263887505,0.0
Д\286\012156613,0.0036899495056775516,0.0
Д\286\012156651,0.004147927228711263,0.0
Д\286\012156660,0.0036517258727726794,0.0
Д\286\012156665,0.0032768151042189245,0.0
Д\286\012156706,0.004820293413083872,0.0
Д\286\012156769,0.0031430325931420143,0.0
Д\286\012156796,0.003389515742133531,0.0
Д\286\012156805,0.004033814510950068,0.0
Д\286\012156808,0.006659422462646513,0.0
Д\286\012156833,0.005696849193517803,0.0
Д\286\012156839,0.01063229446936132,0.0
Д\286\012156840,0.0017648628371455582,0.0
Д\286\012156902,0.003536482695891622,0.0
Д\286\012156918,0.010623503133940733,0.0
Д\286\012156921,0.004721296086126661,0.0
Д\286\012156970,0.007571258412112823,0.0
Д\286\012156996,0.004148464399572832,0.0
Д\286\012157001,0.007683267555010785,0.0
Д\286\012157022,0.004445263740352825,0.0
Д\286\012157027,0.005594762476106398,0.0
Д\286\012157038,0.007282806512553891,0.0
Д\286\012157136,0.004911655347783898,0.0
Д\286\012157190,0.004198713637776719,0.0
Д\286\012157216,0.003687447881059097,0.0
Д\286\012157268,0.003636353073186081,0.0
Д\286\012157304,0.003231520008610353,0.0
Д\286\012157358,0.0039689683040847945,0.0
Д\286\012157359,0.005938212719627287,0.0
Д\286\012157446,0.0063697560033883485,0.0
Д\286\012157461,0.0032280330650603086,0.0
Д\286\012157488,0.0045082257838235835,0.0
Д\286\012157556,0.003917880508447992,0.0
Д\286\012157579,0.004752779431285237,0.0
Д\286\012157581,0.004943776316422885,0.0
Д\286\012157605,0.011525455468305145,0.0
Д\286\012157631,0.0065565651007406375,0.0
Д\286\012157699,0.0038675594572305325,0.0
Д\286\012157771,0.02251072729203613,0.0
Д\286\012157776,0.005313013849375864,0.0
Д\286\012157787,0.002840687543958862,0.0
Д\286\012157804,0.005052386805788465,0.0
Д\286\012157807,0.02623121942487867,0.0
Д\286\012157864,0.0033105743659866734,0.0
Д\286\012157918,0.0037237735893333257,0.0
Д\286\012157971,0.00697098161227497,0.0
Д\286\012158001,0.0065622024960195185,0.0
Д\286\012158067,0.008836626664905296,0.0
Д\286\012158079,0.003592519905179956,0.0
Д\286\012158148,0.005413048952340017,0.0
Д\286\012158159,0.003661230415384337,0.0
Д\286\012158169,0.005183216211119452,0.0
Д\286\012158173,0.004357038069092237,0.0
Д\286\012158176,0.001659964895646355,0.0
Д\286\012158231,0.00433558758512191,0.0
Д\286\012158251,0.0033339486185181267,0.0
Д\286\012158309,0.003158901302828761,0.0
Д\286\012158324,0.006919722540431548,0.0
Д\286\012158328,0.0036826184803781816,0.0
Д\286\012158389,0.003356030659280254,0.0
Д\286\012158434,0.006570234233624274,0.0
Д\286\012158435,0.0022205388264274414,0.0
Д\286\012158515,0.0038694677729778915,0.0
Д\286\012158538,0.00212800900991421,0.0
Д\286\012158548,0.001585887519724725,0.0
Д\286\012158578,0.005844784082382442,0.0
Д\286\012158672,0.005304844332292905,0.0
Д\286\012158724,0.005896920296068918,0.0
Д\286\012158745,0.0030033406228555204,0.0
Д\286\012158777,0.00562379078766332,0.0
Д\286\012158878,0.003613599479685388,0.0
Д\286\012158929,0.003231630642915218,0.0
Д\286\012158933,0.006762783823323638,0.0
Д\286\012158967,0.006929301718311929,0.0
Д\286\012158993,0.004807826803123777,0.0
Д\286\012159122,0.007890608081724952,0.0
Д\286\012159157,0.005187432953281792,0.0
Д\286\012159160,0.006665380429604448,0.0
Д\286\012159235,0.003134403770696835,0.0
Д\286\012159273,0.005696849193517803,0.0
Д\286\012159287,0.005236077119408631,0.0
Д\286\012159337,0.004012292957552777,0.0
Д\286\012159368,0.004321348530846842,0.0
Д\286\012159405,0.004870940068416184,0.0
Д\286\012159422,0.005256727209645303,0.0
Д\286\012159435,0.0038397032866208866,0.0
Д\286\012159472,0.004029728685658949,0.0
Д\286\012159541,0.00320124009317267,0.0
Д\286\012159565,0.004305030546129096,0.0
Д\286\012159577,0.003592861347156644,0.0
Д\286\012159595,0.004411032269958496,0.0
Д\286\012159931,0.004120892763272242,0.0
Д\286\012160020,0.005103613676443495,0.0
Д\286\012160029,0.004681689624554138,0.0
Д\286\012160038,0.0018072849098632509,0.0
Д\286\012160112,0.006273212593111748,0.0
Д\286\012160210,0.0032324305473885565,0.0
Д\286\012160233,0.006296710276684735,0.0
Д\286\012160270,0.005305894128847764,0.0
Д\286\012160449,0.001750639898396393,0.0
Д\286\012160468,0.00831928743904548,0.0
Д\286\012160479,0.004470752157688331,0.0
Д\286\012160499,0.0032531193436227544,0.0
Д\286\012160513,0.004449659366993816,0.0
Д\286\012160548,0.010619867341869989,0.0
Д\286\012160576,0.0055762477270972916,0.0
Д\286\012160605,0.004624531437429122,0.0
Д\286\012160617,0.0022704123595057527,0.0
Д\286\012160634,0.002605008134076857,0.0
Д\286\012160653,0.008342074840082868,0.0
Д\286\012160668,0.0051154377682303374,0.0
Д\286\012160697,0.004336742882512425,0.0
Д\286\012160736,0.005337023705136134,0.0
Д\286\012160737,0.004658475893728336,0.0
Д\286\012160744,0.0045391668967943175,0.0
Д\286\012160746,0.004493906608364552,0.0
Д\286\012160766,0.005066069481755382,0.0
Д\286\012160769,0.007637701138510066,0.0
Д\286\012160774,0.002480208922067886,0.0
Д\286\012160827,0.00465162267511553,0.0
Д\286\012160866,0.002504188951693515,0.0
Д\286\012160876,0.0025377925946230818,0.0
Д\286\012160879,0.011788603299010738,0.0
Д\286\012160897,0.011153307386215843,0.0
Д\286\012160916,0.004678449373910298,0.0
Д\286\012160918,0.004430722405408972,0.0
Д\286\012160925,0.0051604804214971526,0.0
Д\286\012160931,0.00414429964749015,0.0
Д\286\012160943,0.004496986783357311,0.0
Д\286\012160974,0.003718855786939095,0.0
Д\286\012161013,0.012324761844700355,0.0
Д\286\012161016,0.005243294330983845,0.0
Д\286\012161018,0.003434021203330019,0.0
Д\286\012161025,0.003298720688780533,0.0
Д\286\012161050,0.0036841419186936604,0.0
Д\286\012161051,0.003670890877865725,0.0
Д\286\012161052,0.0061208401606151815,0.0
Д\286\012161067,0.004876665054173352,0.0
Д\286\012161071,0.0026792772282523965,0.0
Д\286\012161072,0.005579342989421763,0.0
Д\286\012161088,0.004746863927697056,0.0
Д\286\012161118,0.005310889962898653,0.0
Д\286\012161223,0.0037771179823328014,0.0
Д\286\012161227,0.004731213052630887,0.0
Д\286\012161249,0.003981786887677561,0.0
Д\286\012161255,0.0022126921417345152,0.0
Д\286\012161299,0.0033910516216659877,0.0
Д\286\012161329,0.004831106559093871,0.0
Д\286\012161392,0.003693699156309358,0.0
Д\286\012161395,0.004703964690119951,0.0
Д\286\012161414,0.0045786277383759524,0.0
Д\286\012161451,0.0033105743659866734,0.0
Д\286\012161510,0.010474279820277214,0.0
Д\286\012161554,0.003247138611260449,0.0
Д\286\012161579,0.003643344078350393,0.0
Д\286\012161598,0.0057086986959427035,0.0
Д\286\012161637,0.009722256625094822,0.0
Д\286\012161640,0.011696680468151316,0.0
Д\286\012161668,0.005470785095152032,0.0
Д\286\012161669,0.007890608081724952,0.0
Д\286\012161678,0.003944758459518119,0.0
Д\286\012161697,0.019797665365827857,0.0
Д\286\012161745,0.0055940617996664155,0.0
Д\286\012161765,0.005413048952340017,0.0
Д\286\012161794,0.0042574849728774615,0.0
Д\286\012161829,0.010139519645504429,0.0
Д\286\012161852,0.003841642261797834,0.0
Д\286\012161936,0.0032324305473885565,0.0
Д\286\012161962,0.0015750719369417418,0.0
Д\286\012161963,0.004872194982045934,0.0
Д\286\012161976,0.007971775574291028,0.0
Д\286\012161977,0.0034515532956707297,0.0
Д\286\012161986,0.0038448000658833194,0.0
Д\286\012162011,0.0051133146258912935,0.0
Д\286\012162029,0.004350255496879329,0.0
Д\286\012162039,0.0039375106635754975,0.0
Д\286\012162094,0.005726805390665157,0.0
Д\286\012162128,0.00233933843137619,0.0
Д\286\012162136,0.0061150663103866935,0.0
Д\286\012162177,0.003940255051183691,0.0
Д\286\012162180,0.011508758669494969,0.0
Д\286\012162191,0.0045786277383759524,0.0
Д\286\012162196,0.005271819297309503,0.0
Д\286\012162285,0.005310889962898653,0.0
Д\286\012162289,0.004188638912884377,0.0
Д\286\012162301,0.006249727856454131,0.0
Д\286\012162344,0.004731213052630887,0.0
Д\286\012162347,0.0038556206912436558,0.0
Д\286\012162363,0.008226647795426268,0.0
Д\286\012162372,0.008523245174323856,0.0
Д\286\012162373,0.01027701156013164,0.0
Д\286\012162471,0.002473217159435244,0.0
Д\286\012162472,0.005251518380600463,0.0
Д\286\012162474,0.0071473412278778995,0.0
Д\286\012162478,0.003434021203330019,0.0
Д\286\012162482,0.0033996093377263214,0.0
Д\286\012162553,0.0036021755110170906,0.0
Д\286\012162572,0.006761836320269233,0.0
Д\286\012162660,0.0037696595185361726,0.0
Д\286\012162688,0.004731213052630887,0.0
Д\286\012162700,0.0036517258727726794,0.0
Д\286\012162735,0.002276060896961013,0.0
Д\286\012162738,0.0031901585169045667,0.0
Д\286\012162767,0.005066069481755382,0.0
Д\286\012162843,0.007674711570781317,0.0
Д\286\012162877,0.0036322720797561923,0.0
Д\286\012162880,0.003434021203330019,0.0
Д\286\012162931,0.004911655347783898,0.0
Д\286\012163013,0.009226697566452611,0.0
Д\286\012163059,0.0035851850287582808,0.0
Д\286\012163071,0.004598936449726982,0.0
Д\286\012163088,0.0035994537280210318,0.0
Д\286\012163094,0.00392805135490983,0.0
Д\286\012163127,0.0033105743659866734,0.0
Д\286\012163163,0.00675485263887505,0.0
Д\286\012163192,0.007966869479712875,0.0
Д\286\012163193,0.0059787781769866655,0.0
Д\286\012163194,0.004202471501609888,0.0
Д\286\012163213,0.004452106008224502,0.0
Д\286\012163218,0.004558184814954265,0.0
Д\286\012163219,0.0052408496606525775,0.0
Д\286\012163244,0.002257954555707716,0.0
Д\286\012163271,0.003133520758135804,0.0
Д\286\012163274,0.0036636652623261664,0.0
Д\286\012163278,0.004578031910625138,0.0
Д\286\012163304,0.0030024944217080175,0.0
Д\286\012163320,0.005488739290057738,0.0
Д\286\012163355,0.003406725953157002,0.0
Д\286\012163366,0.01099882594520667,0.0
Д\286\012163441,0.005378574704124045,0.0
Д\286\012163443,0.0028980243707329234,0.0
Д\286\012163597,0.00361493323319532,0.0
Д\286\012163599,0.004753278421397368,0.0
Д\286\012163606,0.00414429964749015,0.0
Д\286\012163617,0.006999004178150886,0.0
Д\286\012163627,0.0032531193436227544,0.0
Д\286\012163637,0.009756914555025536,0.0
Д\286\012163691,0.004015208884861568,0.0
Д\286\012163712,0.005001268398367094,0.0
Д\286\012163783,0.013691855969684372,0.0
Д\286\012163851,0.0039007034959869856,0.0
Д\286\012163875,0.008124874373588848,0.0
Д\286\012163877,0.0034384999992215733,0.0
Д\286\012163882,0.003389515742133531,0.0
Д\286\012163935,0.003395291045479235,0.0
Д\286\012163943,0.004148464399572832,0.0
Д\286\012163945,0.008784571764897992,0.0
Д\286\012163959,0.0049784650074406155,0.0
Д\286\012163979,0.003643344078350393,0.0
Д\286\012163987,0.00654007093756754,0.0
Д\286\012163990,0.004669472873664555,0.0
Д\286\012164087,0.004825295645158429,0.0
Д\286\012164097,0.00457178356710698,0.0
Д\286\012164206,0.006447310974190889,0.0
Д\286\012164259,0.00692545774771678,0.0
Д\286\012164284,0.004974589488021211,0.0
Д\286\012164374,0.0019289615700160882,0.0
Д\286\012164403,0.003134403770696835,0.0
Д\286\012164430,0.0023063200591794887,0.0
Д\286\012164442,0.0016198717006302428,0.0
Д\286\012164507,0.009196885578575037,0.0
Д\286\012164637,0.004302037438696619,0.0
Д\286\012164650,0.004032008441112934,0.0
Д\286\012164700,0.003231191557807843,0.0
Д\286\012164702,0.0036514761322942063,0.0
Д\286\012164824,0.0036636652623261664,0.0
Д\286\012164839,0.0015682632093408097,0.0
Д\286\012164849,0.0018559307343960548,0.0
Д\286\012164881,0.004408243240462352,0.0
Д\286\012164882,0.00625586712731327,0.0
Д\286\012164891,0.007380377429476331,0.0
Д\286\012164999,0.0031892598475752815,0.0
Д\286\012165008,0.003931315722305951,0.0
Д\286\012165009,0.01168530528333294,0.0
Д\286\012165027,0.003778428786277778,0.0
Д\286\012165032,0.005676524869194283,0.0
Д\286\012165066,0.005508945568839298,0.0
Д\286\012165099,0.011525455468305145,0.0
Д\286\012165123,0.005191484183724172,0.0
Д\286\012165229,0.00748433774721171,0.0
Д\286\012165232,0.0057811776203510095,0.0
Д\286\012165236,0.015560615458978109,0.0
Д\286\012165276,0.004685245609184523,0.0
Д\286\012165289,0.00452327467483833,0.0
Д\286\012165327,0.00653837904032237,0.0
Д\286\012165398,0.009391233776264102,0.0
Д\286\012165484,0.006895487007401826,0.0
Д\286\012165568,0.003687447881059097,0.0
Д\286\012165595,0.003929809906405353,0.0
Д\286\012165615,0.0036623214358440124,0.0
Д\286\012165623,0.010626452534807445,0.0
Д\286\012165635,0.00686033427697597,0.0
Д\286\012165684,0.0037771179823328014,0.0
Д\286\012165704,0.008849374649238113,0.0
Д\286\012165728,0.0034426942847352064,0.0
Д\286\012165869,0.0025504497240192324,0.0
Д\286\012165934,0.0022780800585499275,0.0
Д\286\012165993,0.001548384183411277,0.0
Д\286\012166046,0.003177344494017946,0.0
Д\286\012166148,0.0032655647581858803,0.0
Д\286\012166168,0.003630889496029099,0.0
Д\286\012166189,0.004068267736612799,0.0
Д\286\012166227,0.0036826184803781816,0.0
Д\286\012166229,0.00390905272758926,0.0
Д\286\012166327,0.005918546245999184,0.0
Д\286\012166331,0.0036933239038049086,0.0
Д\286\012166405,0.0032440701798918756,0.0
Д\286\012166492,0.004168648626701596,0.0
Д\286\012166499,0.0017091103591917345,0.0
Д\286\012166597,0.003728799292053494,0.0
Д\286\012166605,0.0036972574570275007,0.0
Д\286\012166948,0.0034639948779986553,0.0
Д\286\012167004,0.00565972942039494,0.0
Д\286\012167078,0.0035024308220567386,0.0
Д\286\012167095,0.00420220532535448,0.0
Д\286\012167109,0.004686938754439763,0.0
Д\286\012167131,0.003131021290407312,0.0
Д\286\012167149,0.003134403770696835,0.0
Д\286\012167209,0.006048379659734315,0.0
Д\286\012167213,0.0034900585583747083,0.0
Д\286\012167267,0.003662261587925122,0.0
Д\286\012167298,0.0030024944217080175,0.0
Д\286\012167304,0.006947988148716205,0.0
Д\286\012167390,0.003231520008610353,0.0
Д\286\012167419,0.0049247215030249255,0.0
Д\286\012167441,0.0030024944217080175,0.0
Д\286\012167442,0.003535895628923926,0.0
Д\286\012167453,0.005024756590835133,0.0
Д\286\012167476,0.005187432953281792,0.0
Д\286\012167480,0.004820293413083872,0.0
Д\286\012167501,0.0024358499746131583,0.0
Д\286\012167566,0.004568518541148195,0.0
Д\286\012167614,0.0037052089633878055,0.0
Д\286\012167642,0.004774664511747807,0.0
Д\286\012167643,0.004017176882612703,0.0
Д\286\012167745,0.005083088094638788,0.0
Д\286\012167780,0.0026852401132839514,0.0
Д\286\012167802,0.003231520008610353,0.0
Д\286\012167803,0.003000099153222322,0.0
Д\286\012167808,0.0028722467964607773,0.0
Д\286\012167871,0.00407283864616152,0.0
Д\286\012167875,0.005003973907309367,0.0
Д\286\012167907,0.004056312809161907,0.0
Д\286\012167991,0.003994855265406352,0.0
Д\286\012167996,0.0033105743659866734,0.0
Д\286\012168069,0.0033587091448821164,0.0
Д\286\012168079,0.00604688586015557,0.0
Д\286\012168094,0.0038858015741075253,0.0
Д\286\012168140,0.0030024944217080175,0.0
Д\286\012168209,0.0033105743659866734,0.0
Д\286\012168235,0.006034798016595884,0.0
Д\286\012168245,0.005067494309815928,0.0
Д\286\012168301,0.011652218380572494,0.0
Д\286\012168328,0.00656716817739943,0.0
Д\286\012168392,0.003510549309113959,0.0
Д\286\012168552,0.0038401808737228457,0.0
Д\286\012168559,0.002740105431660644,0.0
Д\286\012168608,0.010532133290053657,0.0
Д\286\012168640,0.0017494087288109658,0.0
Д\286\012168654,0.010692084781813008,0.0
Д\286\012168676,0.006770082980647326,0.0
Д\286\012168769,0.004052085553207791,0.0
Д\286\012168784,0.00354184456063903,0.0
Д\286\012168786,0.004509668223951961,0.0
Д\286\012168793,0.004013003284987113,0.0
Д\286\012168822,0.009509319086605782,0.0
Д\286\012168832,0.006877937971522697,0.0
Д\286\012168850,0.0035048695679652316,0.0
Д\286\012168906,0.0036021755110170906,0.0
Д\286\012168951,0.004525964756372487,0.0
Д\286\012168967,0.00503619045756732,0.0
Д\286\012169000,0.003903070974238576,0.0
Д\286\012169015,0.004531774440397886,0.0
Д\286\012169026,0.004774664511747807,0.0
Д\286\012169053,0.0036148077191839197,0.0
Д\286\012169062,0.0026311848337318604,0.0
Д\286\012169064,0.001859937594311931,0.0
Д\286\012169073,0.004561954113074961,0.0
Д\286\012169085,0.004029728685658949,0.0
Д\286\012169159,0.0036899495056775516,0.0
Д\286\012169204,0.0032783929534929515,0.0
Д\286\012169207,0.0018282496945818236,0.0
Д\286\012169211,0.0021896479439615112,0.0
Д\286\012169213,0.0021910578022485716,0.0
Д\286\012169219,0.004258410671880694,0.0
Д\286\012169280,0.005067494309815928,0.0
Д\286\012169335,0.004306242258995307,0.0
Д\286\012169367,0.009025862662545707,0.0
Д\286\012169373,0.0037781816704247147,0.0
Д\286\012169455,0.0039895808925628305,0.0
Д\286\012169598,0.0040142023466532475,0.0
Д\286\012169620,0.005922194643591203,0.0
Д\286\012169656,0.007173281487440131,0.0
Д\286\012169677,0.0025582703836617717,0.0
Д\286\012169779,0.008003482806053985,0.0
Д\286\012169812,0.004721129758537616,0.0
Д\286\012169836,0.004563729131413635,0.0
Д\286\012169917,0.005647054574937086,0.0
Д\286\012170045,0.00532506495473236,0.0
Д\286\012170052,0.00169450295129328,0.0
Д\286\012170084,0.003000099153222322,0.0
Д\286\012170110,0.003408032020682023,0.0
Д\286\012170127,0.005236077119408631,0.0
Д\286\012170130,0.004057273262265148,0.0
Д\286\012170146,0.019242615764151937,0.0
Д\286\012170211,0.005030961291849339,0.0
Д\286\012170272,0.004438825161936792,0.0
Д\286\012170322,0.003961683113250417,0.0
Д\286\012170340,0.01682948248201054,0.0
Д\286\012170401,0.007825898835332207,0.0
Д\286\012170454,0.0030033406228555204,0.0
Д\286\012170508,0.0036401245438377355,0.0
Д\286\012170567,0.003255657198990115,0.0
Д\286\012170582,0.0035082158636820333,0.0
Д\286\012170587,0.0100282413843794,0.0
Д\286\012170623,0.0017667711088883054,0.0
Д\286\012170659,0.01682948248201054,0.0
Д\286\012170664,0.008041232516501979,0.0
Д\286\012170669,0.003133520758135804,0.0
Д\286\012170760,0.0016714010568826135,0.0
Д\286\012170767,0.006451507545991791,0.0
Д\286\012170798,0.004304367433180109,0.0
Д\286\012170843,0.006761836320269233,0.0
Д\286\012170868,0.00892561957233013,0.0
Д\286\012171011,0.006277692669689209,0.0
Д\286\012171047,0.0036958409600590415,0.0
Д\286\012171110,0.011991776750029035,0.0
Д\286\012171120,0.0030033406228555204,0.0
Д\286\012171139,0.004971665072971768,0.0
Д\286\012171166,0.004541362750309157,0.0
Д\286\012171207,0.003000099153222322,0.0
